,Industry,Position.to.be.closed,Interview.Type,Gender,Candidate.Current.Location,Candidate.Job.Location,Interview.Venue,Candidate.Native.location,Have.you.obtained.the.necessary.permission.to.start.at.the.required.time,Hope.there.will.be.no.unscheduled.meetings,Can.I.Call.you.three.hours.before.the.interview.and.follow.up.on.your.attendance.for.the.interview,Can.I.have.an.alternative.number..desk.number..I.assure.you.that.I.will.not.trouble.you.too.much,Have.you.taken.a.printout.of.your.updated.resume..Have.you.read.the.JD.and.understood.the.same,Are.you.clear.with.the.venue.details.and.the.landmark.,Has.the.call.letter.been.shared,Expected.Attendance,Observed.Attendance,Marital.Status
817,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,nagercoil,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
818,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
819,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
820,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
821,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
822,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
823,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,cochin,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
824,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,NA,NA,NA,NA,NA,NA,NA,unknown,no,married
825,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
826,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,pune,NA,NA,NA,NA,NA,NA,NA,unknown,no,married
827,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,mumbai,NA,NA,NA,NA,NA,NA,NA,unknown,no,single
828,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,no,single
829,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,allahabad,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
830,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
831,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chandigarh,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
832,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
833,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
834,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
835,bfsi,routine,scheduled,male,chennai,chennai,chennai,nagercoil,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
836,bfsi,routine,scheduled,female,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,no,married
837,bfsi,routine,scheduled,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
838,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
839,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
840,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
841,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
842,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,no,single
843,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
844,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
845,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
846,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
847,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,no,single
848,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
849,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
850,bfsi,routine,scheduled,male,chennai,chennai,chennai,cuttack,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
851,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
852,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
853,bfsi,routine,scheduled,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
854,bfsi,routine,scheduled,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
855,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
856,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
857,bfsi,routine,walkin,male,chennai,chennai,chennai,chandigarh,yes,yes,yes,yes,yes,yes,yes,yes,no,married
858,bfsi,routine,walkin,female,chennai,chennai,chennai,nagercoil,yes,yes,yes,yes,yes,yes,yes,yes,no,married
859,bfsi,routine,walkin,male,chennai,chennai,chennai,cuttack,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
860,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
861,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
862,bfsi,routine,walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
863,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
864,bfsi,routine,walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
865,bfsi,routine,walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
866,bfsi,routine,walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
867,bfsi,routine,walkin,male,chennai,chennai,chennai,cuttack,yes,yes,yes,yes,yes,no,no,unknown,yes,single
868,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
869,bfsi,routine,walkin,male,chennai,chennai,chennai,vellore,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
870,bfsi,routine,walkin,male,chennai,chennai,chennai,hyderabad,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
871,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
872,bfsi,routine,walkin,male,chennai,chennai,chennai,hyderabad,NA,NA,NA,NA,NA,NA,NA,unknown,no,single
873,bfsi,routine,walkin,male,chennai,chennai,chennai,pune,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
874,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
875,bfsi,routine,walkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
876,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
877,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
878,bfsi,routine,walkin,female,chennai,chennai,chennai,pune,unknown,yes,yes,no,no,yes,no,unknown,no,single
879,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
880,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
881,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,no,single
882,bfsi,niche,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
883,bfsi,niche,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
884,bfsi,niche,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
885,bfsi,niche,scheduled,male,chennai,chennai,chennai,noida,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,single
886,bfsi,niche,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
887,bfsi,niche,scheduled,male,chennai,chennai,chennai,chennai,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,married
888,bfsi,niche,scheduled,female,chennai,chennai,chennai,chennai,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,married
889,bfsi,niche,scheduled,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
890,bfsi,niche,scheduled,male,chennai,chennai,chennai,chennai,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,single
891,bfsi,niche,scheduled,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
892,bfsi,niche,scheduled,male,chennai,chennai,chennai,chennai,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,single
893,bfsi,niche,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
894,bfsi,niche,scheduled,male,chennai,chennai,chennai,nagercoil,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
895,bfsi,niche,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
896,bfsi,niche,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
897,pharmaceuticals,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
898,pharmaceuticals,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
899,pharmaceuticals,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
900,pharmaceuticals,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
901,pharmaceuticals,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
902,pharmaceuticals,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
903,pharmaceuticals,routine,walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
904,pharmaceuticals,routine,walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
905,pharmaceuticals,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
906,pharmaceuticals,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
907,pharmaceuticals,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
908,pharmaceuticals,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
909,pharmaceuticals,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
910,pharmaceuticals,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
911,pharmaceuticals,routine,walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
912,pharmaceuticals,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
913,pharmaceuticals,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
914,pharmaceuticals,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
915,pharmaceuticals,routine,walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
916,pharmaceuticals,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
917,pharmaceuticals,routine,walkin,male,chennai,chennai,chennai,chennai,no,unknown,unknown,unknown,unknown,unknown,unknown,no,no,single
918,pharmaceuticals,routine,walkin,male,chennai,chennai,chennai,chennai,no,unknown,unknown,unknown,unknown,unknown,unknown,no,no,single
919,pharmaceuticals,routine,walkin,male,chennai,chennai,chennai,chennai,no,unknown,unknown,unknown,unknown,unknown,unknown,no,no,single
920,pharmaceuticals,routine,walkin,female,chennai,chennai,chennai,chennai,no,unknown,unknown,unknown,unknown,unknown,unknown,no,no,married
921,pharmaceuticals,routine,walkin,female,chennai,chennai,chennai,chennai,no,unknown,unknown,unknown,unknown,unknown,unknown,no,no,married
922,pharmaceuticals,routine,walkin,male,chennai,chennai,chennai,chennai,no,unknown,unknown,unknown,unknown,unknown,unknown,no,no,single
923,pharmaceuticals,routine,walkin,female,chennai,chennai,chennai,chennai,no,unknown,unknown,unknown,unknown,unknown,unknown,no,no,married
924,pharmaceuticals,routine,walkin,female,chennai,chennai,chennai,chennai,no,unknown,unknown,unknown,unknown,unknown,unknown,no,no,married
925,pharmaceuticals,routine,walkin,female,chennai,chennai,chennai,chennai,no,unknown,unknown,unknown,unknown,unknown,unknown,no,no,married
926,pharmaceuticals,routine,walkin,male,chennai,chennai,chennai,chennai,no,unknown,unknown,unknown,unknown,unknown,unknown,no,no,single
927,telecom,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
928,telecom,routine,scheduled,male,chennai,chennai,chennai,trichy,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
929,telecom,routine,scheduled,male,chennai,chennai,chennai,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,married
930,telecom,routine,scheduled,male,chennai,chennai,chennai,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,married
931,telecom,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
932,telecom,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
933,telecom,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
934,telecom,routine,scheduled,male,chennai,chennai,chennai,coimbatore,yes,yes,yes,yes,yes,yes,yes,yes,no,single
935,telecom,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
936,telecom,routine,scheduled,male,chennai,chennai,chennai,chennai,no,unknown,unknown,unknown,unknown,unknown,unknown,no,no,married
937,telecom,routine,scheduled,male,chennai,chennai,chennai,chennai,no,unknown,unknown,unknown,unknown,unknown,unknown,no,no,married
938,telecom,routine,scheduled,male,chennai,chennai,chennai,bangalore,no,unknown,unknown,unknown,unknown,unknown,unknown,no,no,single
939,telecom,routine,scheduled,male,chennai,chennai,chennai,chennai,no,unknown,unknown,unknown,unknown,unknown,unknown,no,no,married
940,it,routine,scheduled,male,chennai,chennai,chennai,cochin,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
941,it,routine,scheduled,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
942,bfsi,niche,scheduled,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
943,bfsi,niche,scheduled,female,chennai,chennai,chennai,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
944,bfsi,niche,scheduled,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
945,bfsi,niche,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
946,bfsi,niche,scheduled,male,chennai,chennai,chennai,pune,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
947,itproductsandservices,routine,scheduled,male,gurgaon,gurgaon,gurgaon,hissar,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
948,itproductsandservices,routine,scheduled,male,gurgaon,gurgaon,gurgaon,delhi,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
949,itproductsandservices,routine,scheduled,male,gurgaon,gurgaon,gurgaon,gurgaon,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
950,itproductsandservices,routine,scheduled,male,gurgaon,gurgaon,gurgaon,gurgaon,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
951,itproductsandservices,routine,scheduled,male,gurgaon,gurgaon,gurgaon,gurgaon,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
952,itproductsandservices,routine,scheduled,male,gurgaon,gurgaon,gurgaon,gurgaon,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
953,itproductsandservices,routine,scheduled,female,gurgaon,gurgaon,gurgaon,gurgaon,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
954,itproductsandservices,routine,scheduled,female,gurgaon,gurgaon,gurgaon,gurgaon,yes,yes,yes,yes,yes,yes,yes,yes,no,single
955,itproductsandservices,routine,scheduled,male,gurgaon,gurgaon,gurgaon,allahabad,yes,yes,yes,yes,yes,no,no,no,no,single
956,telecom,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
957,telecom,routine,scheduled,male,chennai,chennai,chennai,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
958,telecom,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
959,telecom,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
960,itproductsandservices,routine,scheduled,female,gurgaon,gurgaon,gurgaon,kanpur,yes,yes,yes,yes,yes,yes,yes,yes,no,single
961,itproductsandservices,routine,scheduled,female,gurgaon,gurgaon,gurgaon,lucknow,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
962,itproductsandservices,routine,scheduled,female,gurgaon,gurgaon,gurgaon,gurgaon,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
963,itproductsandservices,routine,scheduled,male,gurgaon,gurgaon,gurgaon,gurgaon,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
964,itproductsandservices,routine,scheduled,male,gurgaon,gurgaon,gurgaon,gurgaon,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
965,itproductsandservices,routine,scheduled,male,gurgaon,gurgaon,gurgaon,gurgaon,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
966,itproductsandservices,routine,scheduled,male,gurgaon,gurgaon,gurgaon,gurgaon,yes,yes,yes,yes,yes,yes,yes,yes,no,single
967,itproductsandservices,routine,scheduled,female,gurgaon,gurgaon,gurgaon,gurgaon,unknown,yes,yes,no,unknown,yes,unknown,no,no,single
968,itproductsandservices,routine,scheduled,female,gurgaon,gurgaon,gurgaon,gurgaon,unknown,unknown,yes,no,no,yes,yes,no,no,single
969,itproductsandservices,routine,scheduled,female,gurgaon,gurgaon,gurgaon,gurgaon,unknown,yes,yes,no,yes,yes,no,no,no,single
970,itproductsandservices,routine,scheduled,female,gurgaon,gurgaon,gurgaon,gurgaon,unknown,yes,yes,yes,no,yes,no,no,no,single
971,electronics,niche,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
972,electronics,niche,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
973,electronics,niche,scheduled,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
974,electronics,niche,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
975,it,routine,scheduled,male,cochin,cochin,cochin,cochin,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
976,it,routine,scheduled,female,cochin,cochin,cochin,trivandrum,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
977,it,routine,scheduled,female,cochin,cochin,cochin,cochin,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
978,it,routine,scheduled,male,cochin,cochin,cochin,cochin,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
979,it,routine,scheduled,male,cochin,cochin,cochin,cochin,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
980,it,niche,scheduled,female,cochin,cochin,cochin,cochin,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
981,it,niche,scheduled,female,cochin,cochin,cochin,trivandrum,unknown,unknown,yes,no,unknown,yes,unknown,no,no,single
982,it,niche,scheduled,male,cochin,cochin,cochin,trivandrum,unknown,unknown,yes,yes,no,yes,yes,no,no,single
983,it,niche,scheduled,male,cochin,cochin,cochin,trivandrum,unknown,unknown,yes,no,unknown,no,yes,no,no,single
984,bfsi,niche,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
985,bfsi,niche,scheduled,male,chennai,chennai,chennai,bangalore,unknown,yes,yes,yes,unknown,yes,unknown,no,no,single
986,bfsi,niche,scheduled,male,chennai,chennai,chennai,chennai,unknown,yes,yes,yes,no,yes,yes,no,no,married
987,bfsi,niche,scheduled,female,chennai,chennai,chennai,chennai,unknown,yes,yes,yes,yes,no,unknown,no,no,single
988,bfsi,niche,scheduled,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
989,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
990,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
991,bfsi,routine,scheduled,male,chennai,chennai,chennai,cochin,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
992,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,unknown,yes,yes,yes,yes,yes,yes,yes,no,single
993,bfsi,routine,scheduled,female,chennai,chennai,chennai,chennai,unknown,yes,yes,yes,yes,yes,unknown,no,no,married
994,bfsi,routine,scheduled,female,chennai,chennai,chennai,vellore,unknown,yes,yes,yes,yes,yes,yes,no,no,single
995,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
996,itproductsandservices,routine,scheduled,male,noida,noida,noida,delhi,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
997,itproductsandservices,routine,scheduled,male,noida,noida,noida,allahabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
998,itproductsandservices,routine,scheduled,male,noida,noida,noida,noida,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
999,itproductsandservices,routine,scheduled,male,noida,noida,noida,noida,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1000,itproductsandservices,routine,scheduled,female,noida,noida,noida,noida,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1001,itproductsandservices,routine,scheduled,female,noida,noida,noida,noida,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1002,itproductsandservices,routine,scheduled,male,noida,noida,noida,delhi,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1003,itproductsandservices,routine,scheduled,male,noida,noida,noida,noida,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
1004,itproductsandservices,niche,scheduled,male,gurgaon,gurgaon,gurgaon,gurgaon,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1005,itproductsandservices,niche,scheduled,female,noida,noida,noida,noida,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1006,itproductsandservices,niche,scheduled,male,noida,noida,noida,delhi,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1007,itproductsandservices,niche,scheduled,male,noida,noida,noida,noida,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1008,itproductsandservices,niche,scheduled,female,gurgaon,gurgaon,gurgaon,gurgaon,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1009,itproductsandservices,niche,scheduled,male,gurgaon,gurgaon,gurgaon,gurgaon,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1010,itproductsandservices,niche,scheduled,male,noida,noida,noida,noida,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1011,itproductsandservices,niche,scheduled,male,noida,noida,noida,noida,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1012,itproductsandservices,niche,scheduled,male,noida,noida,noida,noida,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1013,itproductsandservices,niche,scheduled,male,gurgaon,gurgaon,gurgaon,gurgaon,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1014,itproductsandservices,niche,scheduled,male,gurgaon,gurgaon,gurgaon,gurgaon,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1015,itproductsandservices,niche,scheduled,male,noida,noida,noida,noida,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1016,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1017,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1018,bfsi,routine,scheduled,male,chennai,chennai,chennai,ambur,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1019,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1020,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1021,bfsi,routine,scheduled,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1022,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1023,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1024,bfsi,routine,scheduled,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1025,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
1026,bfsi,routine,scheduled,male,chennai,chennai,chennai,cuttack,yes,yes,yes,yes,yes,yes,yes,yes,no,single
1027,bfsi,routine,scheduled,female,chennai,chennai,chennai,cuttack,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
1028,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
1029,bfsi,routine,scheduled,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
